,name,revision_id
3458,Toshiyuki Adachi,1050088942
3459,Kōzō Akino,1040291214
3460,Masayuki Aoyama,1099244351
3461,Chiharu Araki,1053078679
3462,Kiichi Arita,1083558058
3463,Bak Jungyang,1085228273
3464,Usaburō Chisaki III,1028983449
3465,Date Munenari,1099886739
3466,Naohiro Dōgakinai,999738906
3467,Fujiwara no Yoshikado,1033834613
3468,Genrō,1076522853
3469,Gōsei Yamamoto,1090217306
3470,Hajime Seki,1079992507
3471,Masakazu Hamachi,1091025081
3472,Satoshi Hamada,1050778767
3473,Daijiro Hashimoto,994481372
3474,Hayami Seiji,1011801479
3475,Takanori Hayashi,1109024072
3476,Makoto Hirayama,1113166536
3477,Seiichi Ikehata,1093729751
3478,Keiichi Inamine,1057660450
3479,Toshio Irie (bureaucrat),1064723701
3480,Daikichi Ishibashi,1107927971
3481,Kiyoharu Ishiwata,1062897620
3482,Iwakura Tomomi,1096769779
3483,Kabayama Aisuke,1011888702
3484,Kamata Eikichi,1092447985
3485,Katsutoshi Kaneda,1084400077
3486,Shigeaki Kato (politician),1108901719
3487,Katsu Kaishū,1108535414
3488,Toshihiro Kennoki,1029810827
3489,Kido Takayoshi,1106532973
3490,Kim Gap-sun,1062892786
3491,Tadashi Kodaira,1017031856
3492,Kōki Kobayashi,1067360267
3493,Komatsu Kiyokado,1063039451
3494,Oguri Kozukenosuke,1019370370
3495,Kimiko Kurihara,1060551493
3496,Shinichiro Kurimoto,1107874922
3497,Hiroshi Kuwashima,1100836822
3498,Lecca (singer),1102397992
3499,Kingo Machimura,948586402
3500,Maeda Gen'i,1093575057
3501,Hiroshi Maruyama,1084425827
3502,Hodaka Maruyama,1061077772
3503,Tatsuya Maruyama,1087725467
3504,Toshio Masuda (politician),1098974502
3505,Matsudaira Norikata,981793614
3506,Matsudaira Tarō,1106377935
3507,Matsudaira Yoshinaga,1096673042
3508,Meiji oligarchy,1099756871
3509,Eikichi Minato,1052002468
3510,Mishima Michitsune,1099573713
3511,Shinji Morimoto,1037558241
3512,Morito Tatsuo,1055272103
3513,Murata Seifū,1064572560
3514,Hirokichi Nadao,1069453697
3515,Gen Nakagawa,1052002513
3516,Masakazu Nakai,1086166238
3517,Hiroyuki Nakamura,1029652345
3518,Kenji Nakanishi,1063063247
3519,Nezu Kaichirō,1017188422
3520,Junji Nishime,947025485
3521,Nitobe Inazō,1109163231
3522,Taketora Ogata,1083397179
3523,Haruo Okada,1005797681
3524,Ono no Imoko,1088922717
3525,Ono no Minemori,1088410401
3526,Kimi Onoda,1108677922
3527,Ōnogi Hidejirō,1093732958
3528,Ikuo Oyama,1105436436
3529,Tatsuo Ozawa,1062895509
3530,Shigeru Sahashi,1055272454
3531,Saigō Takamori,1113244674
3532,Rie Saito,1056939466
3533,Hiroichi Sakai,1098804825
3534,Michita Sakata,1049680228
3535,Kazutoshi Sasayama,1055046235
3536,Kei Satō (politician),1097758314
3537,Masataro Sawayanagi,1064572815
3538,Kōichi Shiota,1100377179
3539,Tetchō Suehiro,1053391522
3540,Sugawara no Michizane,1091125400
3541,Sugawara no Kiyotomo,1084805870
3542,Sugawara no Koreyoshi,1102550361
3543,Shinnen Tagaya,1014308875
3544,Sōichirō Takashima,1105522448
3545,Yoshikatsu Takeiri,1051970749
3546,Shigeyo Takeuchi,1115017633
3547,Nobuhiro Tanabe,1052003011
3548,Tsunetoshi Tanaka,1020304143
3549,Tatsuo Takahashi,1017933121
3550,Tokudaiji Sanetsune,1097711312
3551,Yoshihiro Tokugawa,1063043919
3552,Torii Tadafumi,994235877
3553,Toshibumi Tanaka,979762920
3554,Tōyama Mitsuru,1011018015
3555,Sayuri Uenishi,1094993201
3556,Kōzō Watanabe (Liberal Democratic Party politician),999742202
3557,Shōichi Watanabe (politician),1089942573
3558,Tadao Watanabe,1034734607
3559,Yamamoto Senji,1112152516
3560,Yamao Yōzō,1111398025
3561,Katsumi Yamauchi,1052003178
3562,Yamazaki Tsutomu (politician),1100514687
3563,Setsuo Yokomichi,1081500250
3564,Yoshida Shōin,1112796620
3565,Hirofumi Yoshimura,1096089020
3566,Tawfik Abu Al-Huda,1090014598
3567,Abu Sayyaf (Jordan),915926912
3568,Raed Abu Soud,1059545426
3569,Ahmad Hanandeh,1112865818
3570,Musa Habes Almaaytah,1021364677
3571,Abdul-Latif Arabiyat,1108676242
3572,Hayel Daoud,995292022
3573,Firas Al-Hawari,1112864415
3574,Haifa Najjar,1112863302
3575,Jumah Hammad,1109066062
3576,Mahmoud Hanandeh,1104352074
3577,Ibrahim Jazi,1112864912
3578,Jamal Muhammad Abidat,1065825467
3579,Fakhri Kawar,1072944828
3580,Awn Al-Khasawneh,1081795927
3581,Bisher Al-Khasawneh,1112804963
3582,Rashed Al-Khuzai,1114418968
3583,Samih al-Maaytah,1095322195
3584,Kamel Mahadin,1104331361
3585,Ahmad Masa'deh,1049251051
3586,Mazin Abdellah Hilal Al Farrayeh,1112864717
3587,Mohammad Salameh Al Nabulsi,1111980637
3588,Samir Murad,1061306891
3589,Nayef Steitieh,1112864606
3590,Samir Rifai,1090813858
3591,Sharaf bin Rajeh,1114705527
3592,Laith Shubeilat,1017482477
3593,Muhammad Suheimat,1043197188
3594,Alia Abu Tayeh,1112274605
3595,Wajih Azaizeh,1112864515
3596,Zaid ibn Shaker,1111567338
3597,Zaid Kilani,1108537941
3598,Mohammed Awad al-Zayyud,1113279955
3599,Dauren Abaev,1085073426
3600,Baurzhan Abdishev,1081916914
3601,Jambyl Ahmetbekov,1098107096
3602,Nurlan Aldabergenov,1031518609
3603,Musabek Alimbekov,1067678928
3604,Ashat Oralov,1113615817
3605,Yerzhan Ashikbayev,1110976186
3606,Aron Atabek,1101199804
3607,Kenes Aukhadiev,1089057874
3608,Ermurat Bapi,1091538852
3609,Marat Beketaev,1065202715
3610,Bektas Beknazarov,1067021204
3611,Shamsha Berkimbayeva,1096340873
3612,Serıkqali Brekeşev,1067683819
3613,Torokul Dzhanuzakov,1092752457
3614,Mels Eleusizov,1067677703
3615,Nygmetjan Esengarin,1106822323
3616,Jağda Babylyqūly,1067021125
3617,Rauan Kenzhekhanuly,1093281352
3618,Oralbeg Abdu Kerimovic,1067021356
3619,Altai Kölgınov,1110702140
3620,Azat Köşekov,1079866227
3621,Vladimir Kozlov (politician),1077708496
3622,Krymbek Kusherbayev,1106823462
3623,Vitaly Mette,1106822347
3624,Rashid Nugmanov,1094412444
3625,Nygmet Nurmakov,1098010131
3626,Birjan Nurymbetov,1049320593
3627,Azat Peruashev,1112327742
3628,Ashat Raqymjanov,1067661973
3629,Turar Ryskulov,1115089541
3630,Bekbol Sagyn,971690289
3631,Marat Sarsembaev,1103368385
3632,Jambulat Sarsenov,1110565033
3633,Daulet Sembaev,1106821979
3634,Amangeldy Shabdarbayev,1067647889
3635,Adil Shayakhmetov,1067647994
3636,Umut Shayakhmetova,1068666423
3637,Serik Sultangali,1067856473
3638,Abai Tasbolatov,1049366675
3639,Baltash Tursymbaev,1106533021
3640,Kuanyshbek Yessekeev,1089516984
3641,Zhanat Suleimenov,1096322664
3642,Abdilatif Abdalla,1082435422
3643,Roslyne Akombe,1113461324
3644,Dennis Akumu,1105779636
3645,Jane Anyango,1091079674
3646,Phoebe Asiyo,1091079642
3647,Francis Atwoli,1109033163
3648,Agnes Awuor,1093825450
3649,James Beauttah,1103076010
3650,Willy Bett,1100469112
3651,Simon Chelugui,1112700370
3652,Chelule Liza,1108087552
3653,Reuben Chesire,1098361258
3654,Davis Chirchir,1112720266
3655,Joyce Emanikor,1078977025
3656,Joseph Hellon,1066927798
3657,Ibrahim Ali Hussein,1017049827
3658,Polycarp Igathe,1107062346
3659,Mutea Iringo,1098123156
3660,Gitonga Kabugi,1079015815
3661,Muriithi Kagai,968198650
3662,Gerald Nathaniel Kalya,983732969
3663,Kingwa Kamencu,1005348184
3664,Ukur Yatani Kanacho,1110641638
3665,Irungu Kang'ata,1110236401
3666,Phares Oluoch Kanindo,973215082
3667,Daniel Karaba,1059428297
3668,Farida Karoney,1091079714
3669,Charles Karuga Koinange,1098176887
3670,Eric Edward Khasakhala,1110124021
3671,Crispus Makau Kiamba,968200521
3672,Kennedy Kiliku,1066949136
3673,Death of Mutula Kilonzo,1099575688
3674,Francis Kimemia,1074452267
3675,Kithure A. Kindiki,1112725146
3676,Hosea Kiplagat,1100826472
3677,Kiptarus Arap Kirior,1102384062
3678,Samuel Kivuitu,981622643
3679,Margaret Kobia,1091079706
3680,Willy Komen (politician),1109584326
3681,Sara Korere,957120989
3682,Nixon Kiprotich Korir,1115039347
3683,Kipsengeret Koros,1096575212
3684,Davidson Ngibuini Kuguru,719237570
3685,Olekina Ledama,1104757518
3686,Augustine Lotodo,1047038820
3687,Ciokaraine M'Barungu,1050937193
3688,Cleopa Kilonzo Mailu,1113754638
3689,Betty Maina,1023980701
3690,Richard Makenga,1105689993
3691,Maurice S. Makhanu,1040404279
3692,Marere wa Mwachai,992005717
3693,Sylvanus Maritim,1110579499
3694,Mark Lomunokol,1107325486
3695,Jael Mbogo,1097618386
3696,Kinuthia Mbugua,1100202064
3697,Julius Kibiwott Melly,952727230
3698,Kibiwott Munge,1088262691
3699,Kinuthia Murugu,882944475
3700,Amram Musungu,986544866
3701,Chelagat Mutai,1107225812
3702,Francis Muthaura,1081172979
3703,Kassim Mwamzandi,908014009
3704,John Harun Mwau,1106642901
3705,Anne Kananu,1106673774
3706,Gunga Mwinga,1103930633
3707,Gideon Mwiti,1084421293
3708,Tiras Nyingi Ngahu,1073684937
3709,Onesmas Ngunjiri,1107657158
3710,Gitau wa Njenga,1106140473
3711,James Njiru,1099165153
3712,Stanley Nyagah,1115113900
3713,Ndindi Nyoro,1114726094
3714,Malik Obama,1115267227
3715,Ahmed Abdi Ogle,1022603728
3716,Moses ole Sakuda,1111700581
3717,William Odongo Omamo,1096669223
3718,Elijah Omolo Agar,999136727
3719,Ruth Oniang'o,1113462961
3720,John Owino,1104178485
3721,Joshua Aduma Owuor,1110701072
3722,Ali Roba,1104436466
3723,Wesley K. Rono,1024793476
3724,Ibrahim A. Saney,936774371
3725,Kimaiyo Sego,1095169588
3726,Cornelly Serem,1104178472
3727,Lawrence Sifuna,1021451109
3728,Elijah K. Sumbeiywo,1035136688
3729,Harry Thuku,1098192265
3730,Quincy Timberlake,1103733442
3731,Lilian Tomitom,1022602552
3732,Tecla Tum,1022297944
3733,Benedict Wachira,1099442981
3734,Machel Waikenda,1093095800
3735,Nzioka Waita,973097520
3736,Judi Wakhungu,1091836049
3737,Emmanuel Wangwe,1066948595
3738,Hassan Wario,1104540744
3739,Choe Won-taek,1088856746
3740,Han Kil-son,994397996
3741,Ho Ka-i,1110416586
3742,Kim Jo-guk,1111681831
3743,Jo Yon-jun,1070147185
3744,Jon Hui-jong,1104639977
3745,Jong Chun-sil,1106784625
3746,Kang Hyong-bong,1111471366
3747,Kang Ki-sop,1111471386
3748,Kang Kwan-il,1111471392
3749,Kang Kwan-ju,1111471405
3750,Kang Min-chol,1111471431
3751,Kang Mun-sok,1102258427
3752,Kang Nung-su,987463816
3753,Kang Phyo-yong,1106858161
3754,Kang Tong-yun,1111471471
3755,Kang Yong-sop,1111471503
3756,Kim Chon-hae,1011882896
3757,Kim Il-chol,1110841986
3758,Kim Pong-chol,987289456
3759,Kim Rak-gyom,1078662180
3760,Kim Ung,1111191028
3761,Kim Yong-ju,1100241392
3762,O Sang-hon,901843863
3763,Pak Chun-hwa,994400474
3764,Pak Myong-chol,1070146029
3765,Pak Yong-il,1111339203
3766,Pak Yong-sun (politician),1067086108
3767,Ri Hi-yong,1092539237
3768,Ri Man-gon,1070145508
3769,Ri Pyong-chol,1098010868
3770,Ri Yong-mu,1091894749
3771,Sung Jusik,1028731483
3772,Yang Bin (businessman),1061877239
3773,Yun Jong-rin,1001811053
3774,An Kyung-duk,1096123862
3775,Cha Myong-jin,1100607349
3776,Chang Sŏng-man,1064138686
3777,Chang Jung-sook,1100655455
3778,Cho Hyun-ok,1085298359
3779,Cho Soon,1113633066
3780,Choi Bae-geun,1064134933
3781,Choi Gyung-hwan,1064133524
3782,Choi Hye-young,1064128357
3783,Choi Jae-hyung,1100197511
3784,Choi Jong-won,1077992255
3785,Choi Sae-hwang,1084839118
3786,Chun Yung-woo,1092429890
3787,Chung Chil-sung,1115120957
3788,Chung Jin-suk (politician),1110180763
3789,Chung Woo-taik,1100753979
3790,Chung Woon-chun,1095456157
3791,Ha Tae-keung,1095456259
3792,Han Sun-kyo,1064117499
3793,Hong Moon-jong,1064104529
3794,Hong Sook-ja,1085298467
3795,Hwang Young-cheul,1080626657
3796,Hwangbo Seung-hee,1095459430
3797,Jang Kyung-tae,1064135322
3798,Jang Sung-min,1108891281
3799,Jang Tae-wan,1065609430
3800,Jee Man-won,987218773
3801,Jeon Kwang-hoon,1114570056
3802,Jeong Seung-hwa,1095028849
3803,Kang Yong-suk,1107675472
3804,Kim Choong-soo,1092597492
3805,Kim Eun-hye (politician),1101948116
3806,Kim Han-jung,1101826080
3807,Kim Hyung-shik,1089063837
3808,Kim Jae-yeon (politician),1104834756
3809,Kim Jong-hoe,1064139400
3810,Kim Jong-hwan (military officer),1108889400
3811,Kim Joon-kyo,1094552070
3812,Kim Jung-hwa (politician),1064122680
3813,Kim Nam-kuk,1100206044
3814,Kim Se-jin (politician),1064137673
3815,"Kim Seon-dong (politician, born 1967)",1091436290
3816,Kim Woong,1095456056
3817,Kim Yong-hwan (activist),1103661091
3818,"Kim Young-bae (politician, born 1967)",1064135553
3819,Yun-Tae Kim,1081469858
3820,Koo Yun-cheol,1064131525
3821,Kwak Sang-hoon,1109381257
3822,Kweon Seong-dong,1100513078
3823,Lee Baek-yun,1096054624
3824,Lee Cha-su,1101776299
3825,Lee Chul-woo,1072898156
3826,Lee In-je,1081993218
3827,Lee Keun-shik,1066448181
3828,Lee Sang-kyu,1102853630
3829,Lee Su-jin (politician),1089061824
3830,Lee Tae-bok,1100038569
3831,Min Jong-gi,1111213333
3832,Moon Sung-hyun,987008633
3833,Moon Sung-keun,1102261946
3834,Noh Hyeong-ouk,1087611699
3835,Oh Shin-hwan,1103665348
3836,Pak Tongjin,1109535553
3837,Park Jong-sun,987435977
3838,Park Joo-hyun (politician),1100208904
3839,Park Ju-won (politician),1089062075
3840,"Park Jun-young (government official, born 1967)",1102857674
3841,Park Kwang-on,1086823866
3842,Park Myung-keun,1039915929
3843,Park Seung,1092597275
3844,Seonu Hwi,1100113071
3845,Shin Jeong-yil,1060114009
3846,Shin Seong-il,1115089132
3847,Song Ja,1070719340
3848,Song Ki-seok,1022487182
3849,Woo Hee-jong,1064138301
3850,Woo Sang-ho (politician),1114229571
3851,Yeo Sang-kyoo,1078834977
3852,Yun Chi-chang,1095472696
3853,Yun Hee-suk,1076833954
3854,Yun Ho-jung,1092133238
3855,Yun Il-seon,1096256383
3856,Yun So-ha,1064118955
3857,Yun Young-sun (minister),1064136034
3858,Bak Gyusu,1105280259
3859,Bak Jeongyang,1111645709
3860,Chang Deok-soo,978485347
3861,Cho Bong-am,1084726831
3862,Cho Man-sik,1110883678
3863,Choe Bu,1097825392
3864,Choe Yun-ui,1067780824
3865,Chough Pyung-ok,1058634462
3866,Gwon Sang-ha,1115116779
3867,Han Eum,1003641092
3868,Heo Jeok,1035644678
3869,Hong Jung-wook,1109737295
3870,Hong U-won,1062858939
3871,Hwang Gi-cheon,1096148970
3872,Isabu,1101300277
3873,Jang Hyeongwang,1062860556
3874,Jeong Cheol,1085534506
3875,Jeong Hyeon-mo,1085504921
3876,Jeong Nan-jeong,1110571701
3877,Jo So-ang,1102669706
3878,Kim Gu,1111518773
3879,Kim Kyu-sik,1094942243
3880,Kim Man-jung,1109110777
3881,Kim Ok-gyun,1067793976
3882,"Kim Sung-joo (politician, born 1964)",1073532150
3883,Kim Yuk,1109110789
3884,Lee Hoe-yeong,1105872575
3885,Lee Kyu-wan,1113425810
3886,Lim Heon-yong,1064116793
3887,Min Won-sik,1110577652
3888,Min Yeong-chan,1093773841
3889,Myeongnim Dap-bu,1050318897
3890,No Choe,1034112534
3891,No In,1003641194
3892,Oh Se-jung,1091123609
3893,Ok Kwan-bin,1106633628
3894,Park Eun-sik,1019608210
3895,Park Won-jong,1109110145
3896,Sam of Gojoseon,1086181299
3897,Seo Jae-chang,1100569400
3898,Seo Yu-gu,1058489042
3899,Shim Soon-taek,1085785289
3900,Shin Gyu-sik,1066372496
3901,Soh Jaipil,1115084877
3902,Song Byeong-jun,1105556177
3903,Song Ikpil,1025908976
3904,Song In,1058656917
3905,Song Jin-woo (journalist),978644712
3906,Ye Wanyong,1089327011
3907,Yeom Dong-jin,1071685746
3908,Yeon Namsan,1108460610
3909,Yi Dong-hwi,1080782075
3910,Yi Gwangsu,1108020819
3911,Yi Ja-gyeom,1094819669
3912,Yi Jehyeon,1063082388
3913,Yi Ryang,1109192841
3914,Yi Si-yeong,1071569586
3915,Yu Chin-san,1106691304
3916,Yu Kil-chun,1107392356
3917,Yu Sun-jeong,1109192445
3918,Yun Chi-ho,1100242156
3919,Yun Chi-oh,1101124134
3920,Yun Chi-wang,1103781991
3921,Yun Doo-su,1100364926
3922,Yun Im,1085535123
3923,Yun Ung-nyeol,1099691140
3924,Yun Won-hyeong,1095465653
3925,Yun Yeong-ryeol,1112878224
3926,Ali Aliu,1088823081
3927,Sejdo Bajramović,1106919692
3928,Hamza Balje,988565530
3929,Bekim Çollaku,989081930
3930,Veli Deva,1097087563
3931,Bajram Gecaj,1085013172
3932,Getoar Mjeku,1110432610
3933,Mulla Idriz Gjilani,1109348179
3934,Bajram Hasani,1068907924
3935,Adem Hodža,1089913595
3936,Adrijana Hodžić,1059619919
3937,Oliver Ivanović,1110781072
3938,Ragip Jashari,933663830
3939,Elbert Krasniqi,1100006829
3940,Rrahman Morina,1047859449
3941,Hasan Prishtina,1114419215
3942,Gazmend Pula,1113326325
3943,Goran Rakić,1105188963
3944,Nenad Rašić,1041150203
3945,Selim Selimi,1102497560
3946,Igor Simić,1110535502
3947,Rexhai Surroi,1034004343
3948,Rada Trajković,1109175174
3949,Abdulghaphor Hajjieh,1097091048
3950,Alaa Hussein Ali,1110198052
3951,Ali Hussain Al-Awadhi,994095734
3952,Saad Bin Tefla,1098295980
3953,Haitham al-Ghais,1104873540
3954,Ali Mohammed Thunayan Al-Ghanim,1114405131
3955,Hamad Al-Midlij,1072759720
3956,Ibrahim Al-Mudhaf,1106123334
3957,Abdullah Al-Nibari,1096143240
3958,Salem Al-Ali Al-Sabah,1113300941
3959,Mubarak Al-Zwair,1097480618
3960,Arstanbek Abdyldayev,1088711366
3961,Akbaraly Aitikeev,1015639087
3962,Bermet Akayeva,1108804084
3963,Maxim Bakiyev,1111199135
3964,Janish Bakiyev,1078907651
3965,Uran Botobekov,1031944024
3966,Bayaman Erkinbayev,1009720899
3967,Kanybek Isakov,1108850828
3968,Sadyr Japarov,1112579237
3969,Maksat Kunakunov,1100989333
3970,German Kuznetsov,1080823202
3971,Adakhan Madumarov,1053457031
3972,Raimbek Matraimov,1020292463
3973,Nurlan Motuev,1048167255
3974,Jengishbek Nazaraliev,1110615760
3975,Kanat Sadykov,954075754
3976,Medet Sadyrkulov,1078135902
3977,Dastan Sarygulov,1089265314
3978,Zhusupbek Sharipov,1001739515
3979,Sadyk Sher-Niyaz,1105678112
3980,Kamchybek Tashiev,1090085966
3981,Maryam Tugambayeva,1081667127
3982,Kham Ouane Boupha,939943944
3983,Sisouk na Champassak,1064794126
3984,Zong Zoua Her,1076816082
3985,Faydang Lobliayao,1107940959
3986,Salath Rasasack,994125276
3987,Khamphoui Sisavatdy,1055485895
3988,Beness Aijo,1110728038
3989,Ojārs Ēriks Kalniņš,1114677402
3990,Vilhelms Munters,1099643612
3991,Andrievs Niedra,1093568731
3992,Voldemārs Ozols,1089997466
3993,Pēteris Pētersons,1020741324
3994,Pavels Rebenoks,1105550921
3995,Krišjānis Valdemārs,1114306933
3996,Jānis Vitenbergs,1096717048
3997,Marwan Abboud,1104776395
3998,Ibrahim al-Abdallah,1007918670
3999,Abdulhamid Al-Rafi’i,1100044792
4000,Massoud Achkar,1101361346
4001,Anwar al-Fatayri,1112346029
4002,Shakib Arslan,1087561148
4003,Ahmed Kamel Asaad,1036681388
4004,Asmar Asmar,934139580
4005,Hanna Atik,1111318051
4006,Mahmoud Awad,1086014873
4007,Jean Aziz,1055786114
4008,As'ad Adib Bayudh,1033948424
4009,Emile Bustani,1078969693
4010,Nicolas Chammas,1095167423
4011,Henri Chedid,1102381471
4012,Faisal Daoud,1114494277
4013,Jad Demian,1056836850
4014,Sarkis Dkhrouni,1093486151
4015,Michel Elefteriades,1105966086
4016,Inaya Ezzeddine,1091807058
4017,Mohammad Hussein Fadlallah,1111766120
4018,Fakhr Fakhr,1033947740
4019,Tony Frangieh Jr.,1114991501
4020,Nabil de Freige,1106121049
4021,Nicolas Ghosn,1113773407
4022,Mohammad Al Hajj Hassan,971823427
4023,Wassef El Harakeh,1087959246
4024,Ziad Hawat,1099448932
4025,Saadallah Howayek,986027008
4026,Mohsen Ibrahim,1101183010
4027,Gabriel Issa,1054082287
4028,Nazira Jumblatt,1088646320
4029,Violette Khairallah Safadi,1110769392
4030,Anwar al-Khatib (Lebanon),1020172334
4031,Albert Kostanian,1100952098
4032,Assad Kotaite,1065535329
4033,Ibrahim Kulaylat,1114649835
4034,Cesar Maalouf,1115225460
4035,Fadi Makki,1112425111
4036,Chibli Mallat,1114673252
4037,Chadi Massaad,1080949991
4038,Kayssar Moawad,972676618
4039,Muhammad Jamil Bayyuhum,1112086069
4040,Georges Naccache,1099005110
4041,Edmond Naïm,1112346030
4042,Naoum Labaki,1094361748
4043,Chafic Nassif,1096934466
4044,Mohamad Osseiran,1090135871
4045,Vahan Papazian,1114420722
4046,Philippe El Khazen,1105532168
4047,Edmond Rizk,1096324706
4048,Fady Saad,1033947667
4049,Osama Saad,1102998707
4050,Waddah Sadek,1100922577
4051,Alice Shabtini,1059832647
4052,Abu Youssef Sharqieh,762411418
4053,Joseph Skaff,1095147871
4054,Myriam Skaff,1105734768
4055,Maurice Sleem,1114994320
4056,Mounira Solh,1103683839
4057,Fares Souaid,1091618473
4058,Strong Lebanon,1111162572
4059,Jean Talouzian,1115225277
4060,Imad Wakim,1105568437
4061,Amal Abou Zeid,1110787396
4062,Tsepo Mzonethi,1090856440
4063,Maphoka Motoboli,1060492645
4064,Keketso Rantso,1081425950
4065,Lebohang Thotanyane,988255983
4066,Thomas Nimene Botoe,1032852481
4067,Laurence Konmla Bropleh,1111811069
4068,MacDella Cooper,1090905959
4069,Ellen Corkrum,1073787199
4070,Alexander B. Cummings Jr.,1082609064
4071,Bernice Dahn,1065553283
4072,Josiah Johnson (footballer),1077574201
4073,Wesley Momo Johnson,1103796944
4074,Roland B. Kai,1082873073
4075,Boima Kamara,1085305979
4076,J. Edwin Lloyd,1043104532
4077,Momulu Massaquoi,1108938993
4078,Nathaniel Varney Massaquoi,1102401865
4079,Edward B. McClain Jr.,1064569309
4080,Eugene Lenn Nagbe,1083251751
4081,John Brown Russwurm,1094234122
4082,Clarence Lorenzo Simpson Jr.,1105954487
4083,Jeremiah Sulunteh,1083116492
4084,Alaric Tokpa,1109480786
4085,E. Reginald Townsend,1097308313
4086,Blahsue Vonleh,966652408
4087,Tom Woewiyu,1106530241
4088,Abdullah al-Lafi,1110626129
4089,Ahmed Rafiq Almhadoui,980219181
4090,Mohamed Abulasʽad El-ʽAlem,978820765
4091,Abd-Rabbo al-Barassi,1107627532
4092,Fathi Bashagha,1107188555
4093,Mohamed Ben Ghalbon,1045780839
4094,Ahmad Bishti,988068224
4095,Abdul Hamid Dbeibeh,1110571770
4096,Ehtuish Ehtuish,1095905433
4097,Mohamed Eshtewi,1108004165
4098,Ahmed Gaddaf al-Dam,1111251503
4099,Hisham Ben Ghalbon,983057293
4100,Khalifa Haftar,1093248500
4101,El Waer Hakim,1038171285
4102,Ibrahim Jadhran,1077956574
4103,Leila bin Khalifa,1114489972
4104,Al-Aref al-Khoga,891615339
4105,Musa Al-Koni,1114169303
4106,Mohamed al-Menfi,1113266300
4107,Abd al-Mawla Naqi,1088160861
4108,Abdullah Naker,1064641845
4109,Aref Ali Nayed,1099167616
4110,Abdel Wahab Qaid,1077575299
4111,Ali Sahli,997716381
4112,Bashir Saadawi,1097982743
4113,Fayez al-Sarraj,1113620301
4114,Mohammed El Senussi,1112955623
4115,Abdulrahman Sewehli,1041934642
4116,Ashour Suleiman Shuwail,1062396177
4117,Mohamed Taha Siala,1040410236
4118,Alfons Goop,1030085950
4119,Peter Kaiser (historian),1086304418
4120,Aleksandras Ambrazevičius,1055137919
4121,Leonas Apšega,1055138262
4122,Mykolas Arlauskas,1102542977
4123,Rimantas Astrauskas,1055138314
4124,Adomas Ąžuolas Audickas,1034971366
4125,Edminas Bagdonas,1107087749
4126,Zbignev Balcevič,1067686942
4127,Vilius Baldišis,1055138352
4128,Vladimiras Beriozovas,1081645523
4129,Kazys Boruta,1111128086
4130,Dalius Čekuolis,981172806
4131,Virgilijus Čepaitis,1055139334
4132,Jan Ciechanowicz,1113206685
4133,Audra Dagelytė,978650593
4134,Juozas Gabrys,1110562273
4135,Balys Gajauskas,1055139477
4136,Bronislovas Genzelis,1081643813
4137,Eimantas Grakauskas,1081646343
4138,Kęstutis Grinius,1096138707
4139,Šarūnas Gustainis,1108456889
4140,Gintautas Iešmantas,1055139730
4141,Stanislovas Gediminas Ilgūnas,1055139813
4142,Martynas Jankus,989879897
4143,Albinas Januška,1065010470
4144,Jurgis Jurgelis,1090998151
4145,Antanas Karoblis,1016154111
4146,Juozas Karvelis,1092210484
4147,Vytautas Kolesnikovas,1098843848
4148,Szymon Konarski,1047077008
4149,Stasys Kropas,978236314
4150,Petras Kubiliūnas,1102814878
4151,Česlovas Kudaba,1051528968
4152,Algirdas Kumža,1095333348
4153,Dalia Kuodytė,1089537824
4154,Bronius Kuzmickas,1071198129
4155,Jonas Liaučius,1020554126
4156,Zita Loseva,1108440479
4157,Stasys Lozoraitis (junior),1113338752
4158,Jonas Mačys,1018920109
4159,Mykolas Majauskas,1114904944
4160,Vytautas Matulevičius,1091859390
4161,Deividas Matulionis,1101102702
4162,Darius Mažintas,978234421
4163,Visvaldas Mažonas,1111828286
4164,Albertas Miškinis,1091314043
4165,Donatas Morkūnas,1090323288
4166,Mindaugas Murza,1023934564
4167,Algimantas Norvilas,1100321449
4168,Grzegorz Antoni Ogiński,1104130589
4169,Vytautas Paliūnas,989408024
4170,Rolandas Paulauskas,1020295832
4171,Eugenijus Petrovas,1090157894
4172,Virginijus Pikturna,1110987732
4173,Petras Poškus,1105344855
4174,Vidmantas Povilionis,978236741
4175,Antanas Purėnas,1053162971
4176,Liudvikas Narcizas Rasimavičius,978229778
4177,Liudvikas Saulius Razma,1108537637
4178,Kęstutis Rimkus,1084581486
4179,Romualdas Rudzys,1078622083
4180,Valerijonas Šadreika,1016659563
4181,Kazimieras Saja,1089760495
4182,Józef Sapieha,1005625450
4183,Gediminas Šerkšnys,1019817150
4184,Liudvikas Simutis,1020199058
4185,Jonas Tamulis,1020058624
4186,Vladas Terleckas,1001712089
4187,Zigmas Vaišvila,1090444812
4188,Rimvydas Valatka,1097742567
4189,Birutė Valionytė,1115082962
4190,Povilas Varanauskas,1115085817
4191,Iosif Vareikis,1095024223
4192,Eduardas Vilkas,1051384630
4193,Povilas Višinskis,1080541534
4194,Alfonsas Žalys,1051529875
4195,Nicolas Biever,1040168986
4196,René Blum (politician),1098326089
4197,Dominique Brasseur,1036127322
4198,Xavier Brasseur,1095247221
4199,Jean-Pierre Büchler,972475222
4200,Corinne Cahen,1091081009
4201,Sven Clement,1106657885
